LEAID,NAME,Close_Five_Years_Actual,Close_Five_Years_Prediction
4801415,MANARA ACADEMY,False,True
5101800,HAMPTON CITY PBLC SCHS,False,False
1708970,CENTER CASS SD 66,False,False
1301290,COBB COUNTY,False,False
3904907,PICKAWAY COUNTY ESC,False,True
0601377,PARTNERS IN NUTRITION COOPERATIVE,False,False
2502100,ASHLAND,False,False
3020240,PENDROY ELEM,False,False
2006270,FREDONIA,False,False
3900107,WASHINGTON PARK COMMUNITY,False,True
0635940,SAUCELITO ELEMENTARY,False,False
5900028,,False,False
4835550,POTH ISD,False,False
4013230,GRAND VIEW,False,False
4701170,FAYETTE COUNTY,False,False
1800078,OLD NATIONAL TRAIL SPEC SERV COOP,False,True
3399965,PEMI-BAKER REGIONAL SCHOOL DISTRICT,False,False
0622620,LOS ALAMOS ELEMENTARY,True,False
3501920,MOSQUERO MUNICIPAL SCHOOLS,False,False
2616110,GODWIN HEIGHTS PUBLIC SCHOOLS,False,False
0641820,WAUKENA JOINT UNION ELEMENTARY,False,False
3405550,FREDON TOWNSHIP,False,False
3700041,BRIDGES CHARTER SCHOOL,False,False
5006270,ORWELL SCHOOL DISTRICT,False,False
3200001,STATE-SPONSORED CHARTER SCHOOLS,False,False
2913170,GRANDVIEW R-II,False,False
4012090,FOYIL,False,False
4280010,A W BEATTIE CAREER CENTER,False,False
2618540,HOMER COMMUNITY SCHOOLS,False,False
5509690,MINOCQUA J1 SCHOOL DISTRICT,False,False
3403120,CINNAMINSON TOWNSHIP,False,False
3809410,HETTINGER 13,False,False
4800220,RICHARD MILBURN ACADEMY (BEAUMONT),True,True
5310140,YELM SCHOOL DISTRICT,False,False
0512570,SOUTH SIDE SCHOOL DISTRICT,False,False
3105550,CREIGHTON PUBLIC SCHOOLS,False,False
1700189,IROQUOIS/KANKAKEE ROE,False,False
2102580,HARRISON COUNTY,False,False
5100024,LAUREL REGIONAL,False,True
3600167,NEW HEIGHTS ACADEMY CHARTER SCHOOL,False,True
0100175,POINTE ACADEMY,False,True
1700235,CAREER EDUC ASSOC OF N CENTRAL IL,False,False
4006000,BUTNER,False,False
2006870,HAMILTON,False,True
3603180,ARDSLEY UNION FREE SCHOOL DISTRICT,False,False
4200783,CAMPHILL SPECIAL SCHOOL INC,True,True
3814730,PAGE 80,False,False
4203660,BIG SPRING SD,False,False
4008640,CORDELL,False,False
3104020,BERTRAND PUBLIC SCHOOLS,False,False
2700245,LIGHTHOUSE ACADEMY OF NATIONS,False,True
3621810,ONONDAGA CENTRAL SCHOOL DISTRICT,False,False
5000015,AVERILL,False,True
5503690,DODGEVILLE SCHOOL DISTRICT,False,False
3100116,FREEMAN PUBLIC SCHOOLS,False,False
4031080,VERDEN,False,False
2600294,GREAT OAKS ACADEMY,False,False
0904860,WATERFORD SCHOOL DISTRICT,False,False
3816090,ROOSEVELT 18,False,False
4400840,PAWTUCKET,False,False
3028650,WOODMAN ELEM,False,False
4220850,SAYRE AREA SD,False,False
4821660,GRAPEVINE-COLLEYVILLE ISD,False,False
5300006,PUGET SOUND EDUCATIONAL SERVICE DISTR,False,False
2011550,SEDGWICK PUBLIC SCHOOLS,False,False
1903930,ATLANTIC COMM SCHOOL DISTRICT,False,False
0600078,LAKE COUNTY ROP,False,True
2311130,RSU 28/MSAD 28,False,False
4108550,MT ANGEL SD 91,False,False
2510740,SHIRLEY,True,True
2504410,DUXBURY,False,False
0400746,EDUPRIZE SCHOOLS  LLC,False,False
1920610,NEWTON COMM SCHOOL DISTRICT,False,False
2623820,MIDLAND PUBLIC SCHOOLS,False,False
3400729,VINELAND PUBLIC CHARTER SCHOOL,False,True
1200960,JACKSON,False,False
0600071,SBE -  RIDGECREST CHARTER,False,True
1304410,ROCKDALE COUNTY,False,False
1999017,PCM COMM SCHOOL DISTRICT,False,False
0627690,NORWALK-LA MIRADA UNIFIED,False,False
5510440,NEW AUBURN SCHOOL DISTRICT,False,False
0608970,CLOVERDALE UNIFIED,False,False
4200777,WORDSWORTH ACADEMY,True,True
1600007,COMPASS CHARTER SCHOOL,False,False
3704720,WAKE COUNTY SCHOOLS,False,False
4003120,ARAPAHO-BUTLER,False,False
2310710,RSU 15/MSAD 15,False,False
3625110,ROXBURY CENTRAL SCHOOL DISTRICT,False,False
1601080,FIRTH DISTRICT,False,False
1800064,INDIANAPOLIS METROPOLITAN HIGH SCH,False,True
4200756,NEW HOPE ACADEMY CS,False,False
3904695,HAMILTON LOCAL,False,False
5516440,WESTFIELD SCHOOL DISTRICT,False,False
5100060,ACCOMACK CO PBLC SCHS,False,False
0804620,HINSDALE COUNTY SCHOOL DISTRICT NO. RE-1,False,False
0634770,SAN LUCAS UNION ELEMENTARY,False,True
2900008,OZARK TECHNICAL COLLEGE,False,True
3005460,CANYON CREEK ELEM,False,False
2801194,MS SCH FOR MATH AND SC,False,False
2920940,MILAN C-2,False,False
4209933,NORTH CENTRAL SECURE TRMNT UNT,False,True
2635940,WESTERN SCHOOL DISTRICT,False,False
4900750,PARK CITY DISTRICT,False,False
0400152,NEW WEST SCHOOL,True,True
3000102,DUTTON/BRADY K-12 SCHOOLS,False,False
2314270,MSAD 62,True,True
3627180,SOMERS CENTRAL SCHOOL DISTRICT,False,False
3904934,KALIDA LOCAL,False,False
3800055,STANDING ROCK SPECIAL ED UNIT,False,True
3100140,CREEK VALLEY SCHOOLS,False,False
2900590,FRONTIER SCHOOL OF INNOVATION,False,True
3904446,NEW BOSTON LOCAL,False,False
2700001,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,False,False
1908610,DAVIS COUNTY COMM SCHOOL DISTRICT,False,False
1708040,CAHOKIA CUSD 187,False,False
4820100,FT DAVIS ISD,False,False
3615360,IROQUOIS CENTRAL SCHOOL DISTRICT,False,False
5604510,NATRONA COUNTY SCHOOL DISTRICT #1,False,False
4811790,BRYAN ISD,False,False
3900598,"ARTS ACADEMY WEST, THE",True,True
0691026,RIVERSIDE COUNTY OFFICE OF EDUCATION,False,False
2502520,BERKLEY,False,True
4109750,PINEHURST SD 94,False,False
4809410,BANQUETE ISD,False,False
0802880,"CHERAW, SCHOOL DISTRICT NO. 31, IN THE COUNTY OF OTERO AND S",False,False
4826400,LAGO VISTA ISD,False,False
4900036,EAST HOLLYWOOD HIGH,False,False
0624180,MCCABE UNION ELEMENTARY,False,False
4800036,BRIGHT IDEAS CHARTER,False,True
3415870,STRATFORD BOROUGH,False,False
5099940,RUTLAND CITY SUPERVISORY DISTRICT,False,True
4840380,SIVELLS BEND ISD,False,True
3816950,SIMS 8,True,True
3606240,CAMDEN CENTRAL SCHOOL DISTRICT,False,False
2926040,RAYMONDVILLE R-VII,False,False
0905280,WOLCOTT SCHOOL DISTRICT,False,False
0613800,FILLMORE UNIFIED,False,False
4800201,NOVA ACADEMY (SOUTHEAST),False,True
0514370,WONDERVIEW SCHOOL DISTRICT,False,False
2804710,WILKINSON CO SCHOOL DIST,False,False
2310500,SANFORD SCHOOL DEPARTMENT,False,False
2700156,CONCORDIA CREATIVE LEARNING ACADEMY,False,True
1905940,C AND M COMM SCHOOL DISTRICT,False,True
4900039,INTECH COLLEGIATE HIGH SCHOOL,False,False
3416970,WARREN HILLS REGIONAL HIG,False,False
3700097,RALEIGH CHARTER HIGH,False,False
3401320,BEDMINSTER TOWNSHIP,False,False
4829700,MCCAMEY ISD,False,False
2916230,JEFFERSON CO. R-VII,False,False
2801190,MS SCHOOL FOR THE DEAF,False,True
4801412,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,False,True
0601980,ALLENSWORTH ELEMENTARY,False,True
3305760,PLAINFIELD SCHOOL DISTRICT,False,False
2101200,CLARK COUNTY,False,False
3303278,MASON SAU OFFICE,False,False
4200080,WALTER D PALMER LEADERSHIP LEARNING PARTNERS CS,False,False
0400391,VISTA CHARTER SCHOOL,False,True
3004890,BROADVIEW ELEM,False,False
2608130,CARSON CITY-CRYSTAL AREA SCHOOLS,False,False
0403660,HACKBERRY SCHOOL DISTRICT,False,True
2006390,GARDEN CITY,False,False
2803600,PHILADELPHIA PUBLIC SCHOOL DIST,False,False
5512300,PRINCETON SCHOOL DISTRICT,False,False
2305670,FALMOUTH SCHOOL DEPARTMENT,False,False
2500032,LAWRENCE FAMILY DEVELOPMENT CHARTER (DISTRICT),False,True
2802610,LELAND SCHOOL DIST,False,False
0619920,KLAMATH RIVER UNION ELEMENTARY,False,True
3600951,THE ETHICAL COMMUNITY CHARTER SCHOOL,True,True
4818810,EVERMAN ISD,False,False
4828590,LULING ISD,False,False
0609620,COMPTON UNIFIED,False,False
4820190,FORT STOCKTON ISD,False,False
3606470,CANTON CENTRAL SCHOOL DISTRICT,False,False
3613980,HAUPPAUGE UNION FREE SCHOOL DISTRICT,False,False
1800013,TIMOTHY L JOHNSON ACADEMY,False,True
3414040,RIVERTON BOROUGH,False,False
3910019,MARIETTA CITY,False,False
0407240,SAFFORD UNIFIED DISTRICT,False,False
0504370,RECTOR SCHOOL DISTRICT,False,False
3901320,LAKESIDE COLLEGE PREPARATORY ACADEMY,True,True
5900010,,False,False
0617520,HOPE ELEMENTARY,False,True
3012180,GERALDINE ELEM,True,False
4813530,LUMBERTON ISD,False,False
4841910,SUNRAY ISD,False,False
4833840,ORE CITY ISD,False,False
5301560,COLUMBIA STEVENSSCHOOL DISTRICT,False,False
0400210,PAINTED PONY RANCH CHARTER SCHOOL,False,True
3010800,FISHTAIL ELEM,False,False
0405640,ORACLE ELEMENTARY DISTRICT,False,False
3702340,JACKSON COUNTY SCHOOLS,False,False
5601460,BIG HORN COUNTY SCHOOL DISTRICT #2,False,False
4401050,TIVERTON,False,False
3618120,MAHOPAC CENTRAL SCHOOL DISTRICT,False,False
5512420,RANDOLPH SCHOOL DISTRICT,False,False
3501200,HAGERMAN MUNICIPAL SCHOOLS,False,False
2921840,NEVADA R-V,False,False
2100120,ANDERSON CO,False,False
2632310,SOUTHFIELD PUBLIC SCHOOL DISTRICT,False,False
1302790,HEARD COUNTY,False,False
3028860,YELLOWSTONE ACADEMY ELEM,False,False
4103960,DOUGLAS COUNTY SD 15,False,False
4819700,FORT WORTH ISD,False,False
2009420,MEADE,False,False
0616500,HANFORD JOINT UNION HIGH,False,False
2800630,BILOXI PUBLIC SCHOOL DIST,False,False
4800070,UNIVERSAL ACADEMY,False,False
0800010,LARIMER BOCES,True,True
1300016,CHATTAHOOCHEE-FLINT RESA,False,True
4106930,JUNCTION CITY SD 69,False,False
2927660,SCHUYLER CO. R-I,False,False
1100005,CESAR CHAVEZ PUBLIC PCS,False,False
1808940,PIONEER REGIONAL SCHOOL CORP,False,False
4837440,ROBSTOWN ISD,False,False
0618780,JANESVILLE UNION ELEMENTARY,False,False
3600053,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,False,True
1904950,EDDYVILLE-BLAKESBURG COMM SCHOOL DISTRICT,False,False
4900041,ENTHEOS ACADEMY,False,False
0630780,PLACERVILLE UNION ELEMENTARY,False,False
2306540,HERSEY SCHOOL DEPARTMENT,True,True
2703570,BAGLEY PUBLIC SCHOOL DISTRICT,False,False
3400047,GREATER BRUNSWICK CHARTER,False,False
1305280,THOMASTON-UPSON COUNTY,False,False
3900189,LIFE SKILLS CENTER OF HAMILTON COUNTY,False,True
3017010,LODGE GRASS ELEM,False,False
3100077,DUNDY CO STRATTON PUBLIC SCHS,False,False
0400098,FLAGSTAFF JUNIOR ACADEMY,False,True
3904938,OTTOVILLE LOCAL,False,False
1200240,CHARLOTTE,False,False
0627300,NICASIO,False,True
0507170,HACKETT SCHOOL DISTRICT,False,False
1603120,SWAN VALLEY ELEMENTARY DIST,False,True
3906280,U S GRANT,False,False
4818480,ELYSIAN FIELDS ISD,False,False
4811850,BUCKHOLTS ISD,False,False
4811550,BROOKESMITH ISD,False,False
4501020,BARNWELL 19,False,False
2500026,CITY ON A HILL CHARTER PUBLIC (DISTRICT),False,True
3800395,ROUGHRIDER AREA CAREER & TECHNICAL CENTER,False,True
4009000,CRESCENT,False,False
0603600,AZUSA UNIFIED,False,False
0639630,TRAVIS UNIFIED,False,False
3303850,HOLLIS/BROOKLINE COOP SCHOOL DISTRICT,False,False
0601330,MODESTO CITY SCHOOLS,False,False
3415600,SPRING LAKE HEIGHTS BOROU,False,False
2010950,QUINTER PUBLIC SCHOOLS,False,False
0691136,AROMAS/SAN JUAN UNIFIED,False,False
4809300,BALLINGER ISD,False,False
3624750,ROCHESTER CITY SCHOOL DISTRICT,False,False
4817190,DIVIDE ISD,False,True
0102820,RANDOLPH COUNTY,False,False
4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,False,True
5400960,MONROE COUNTY SCHOOLS,False,False
1905070,BONDURANT-FARRAR COMM SCHOOL DISTRICT,False,False
2000018,SCHOOL FOR BLIND,False,True
3172910,LITCHFIELD PUBLIC SCHOOLS,False,False
1803030,EASTBROOK COMMUNITY SCH CORP,False,False
4808700,ARLINGTON ISD,False,False
2925590,PRINCETON R-V,False,False
3615180,HYDE PARK CENTRAL SCHOOL DISTRICT,False,False
5500540,ASHWAUBENON SCHOOL DISTRICT,False,False
5099911,SAINT JOHNSBURY SUPERVISORY DISTRICT,False,True
2500007,HARDWICK (NON-OP),True,True
5100004,JACKSON RIVER TECH CTR,False,True
3027960,WHITLASH ELEM,False,False
0400800,THE ODYSSEY PREPARATORY ACADEMY  INC.,False,False
3611940,GENESEO CENTRAL SCHOOL DISTRICT,False,False
0904620,TRUMBULL SCHOOL DISTRICT,False,False
3027270,VICTOR K-12 SCHOOLS,False,False
2700015,ST. CROIX RIVER EDUCATION DISTRICT,False,True
2311580,RSU 41/MSAD 41,False,False
3600087,NEW YORK CITY GEOGRAPHIC DISTRICT #10,False,False
3600094,NEW YORK CITY GEOGRAPHIC DISTRICT #16,False,False
2626520,ONSTED COMMUNITY SCHOOLS,False,False
5103510,SHENANDOAH CO PBLC SCHS,False,False
0800250,WELD RE-4 WINDSOR,False,True
4500002,DORCHESTER 04,False,False
2929520,STOCKTON R-I,False,False
1721390,KNOXVILLE CUSD 202,False,False
3401710,BETHLEHEM TOWNSHIP,False,False
0803120,FREMONT RE-3,False,False
1903850,ARMSTRONG-RINGSTED COMM SCHOOL DISTRICT,False,True
2632940,STANDISH-STERLING COMMUNITY SCHOOLS,False,False
2612990,EDWARDSBURG PUBLIC SCHOOLS,False,False
3904705,EVERGREEN LOCAL,False,False
3904509,WILLARD CITY,False,False
1300023,STATE CHARTER SCHOOLS- ODYSSEY SCHOOL,False,False
3402760,CAPE MAY POINT,False,True
2900018,URBAN COM. LEADERSHIP ACADEMY,True,True
0409700,MARICOPA COUNTY REGIONAL SPECIAL SERVICES DISTRICT,False,True
3705070,YANCEY COUNTY SCHOOLS,False,False
2201170,ORLEANS PARISH,False,False
3300003,JOHN STARK REGIONAL SCHOOL DISTRICT,False,False
1721000,KEWANEE CUSD 229,False,False
3905143,PICKAWAY-ROSS COUNTY JVSD,False,False
1301020,CHATHAM COUNTY,False,False
3303870,HOOKSETT SCHOOL DISTRICT,False,False
4819980,FRIONA ISD,False,False
1813080,WESTFIELD-WASHINGTON SCHOOLS,False,False
2634410,UNION CITY COMMUNITY SCHOOLS,False,False
1726800,MORTON CUSD 709,False,False
3403600,CRESSKILL,False,False
4900150,CARBON DISTRICT,False,False
0691037,SHASTA COUNTY OFFICE OF EDUCATION,False,False
3617940,LYNCOURT UNION FREE SCHOOL DISTRICT,False,False
0502700,BALD KNOB SCHOOL DISTRICT,False,False
2625400,N.I.C.E. COMMUNITY SCHOOLS,False,False
4820500,GATESVILLE ISD,False,False
3025950,TERRY K-12 SCHOOLS,False,False
4502190,FLORENCE 03,False,False
2636480,WOLVERINE COMMUNITY SCHOOLS,False,False
0500072,DEER/MT. JUDEA SCHOOL DISTRICT,False,False
1726880,J S MORTON HSD 201,False,False
1800011,COMMUNITY MONTESSORI INC,False,False
0511970,ROGERS SCHOOL DISTRICT,False,False
4822020,GUTHRIE CSD,False,False
2200047,OFFICE OF JUVENILE JUSTICE,False,True
2615600,ENGADINE CONSOLIDATED SCHOOLS,False,False
3021870,RAPELJE ELEM,False,False
4837590,ROCKDALE ISD,False,False
5900094,,False,False
0635090,SAN RAFAEL CITY ELEMENTARY,False,False
5510710,NORRIS SCHOOL DISTRICT,False,False
3026070,THOMPSON FALLS ELEM,False,False
1707740,BUNCOMBE CONS SD 43,False,True
5309690,WEST VALLEY SCHOOL DISTRICT SPOKANE),False,False
5511430,PARK FALLS SCHOOL DISTRICT,True,True
5602760,UINTA COUNTY SCHOOL DISTRICT #1,False,False
3813030,MINOT 1,False,False
4807350,COLLEGE STATION ISD,False,False
3180050,EDUCATIONAL SERVICE UNIT 05,False,False
5307800,SELKIRK SCHOOL DISTRICT,False,False
1700243,TWIN RIVERS CAREER & TECH ED SYS,False,True
3904941,CLEAR FORK VALLEY LOCAL,False,False
1802420,COVERED BRIDGE SPEC ED DIST,False,False
3801950,ANAMOOSE 14,False,True
1001680,SUSSEX TECHNICAL SCHOOL DISTRICT,False,False
4824330,IRAAN-SHEFFIELD ISD,False,False
0409600,YUMA ELEMENTARY DISTRICT,False,False
4200041,WEST OAK LANE CS,False,False
3900273,LORAIN HIGH SCHOOL DIGITAL,False,True
2800003,MAGNOLIA GROVE SCHOOL,False,True
2612300,DUNDEE COMMUNITY SCHOOLS,False,False
4200126,BEAR CREEK COMMUNITY CS,False,False
0618210,IMPERIAL UNIFIED,False,False
4400900,PROVIDENCE,False,False
5003870,FAIR HAVEN SCHOOL DISTRICT,False,False
2103870,MASON COUNTY,False,False
3600143,KIPP INFINITY CHARTER SCHOOL,False,True
3629430,VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,False,False
4827570,LINDSAY ISD,False,False
0641220,VISTA DEL MAR UNION,False,False
4820640,GIDDINGS ISD,False,False
4112930,VERNONIA SD 47J,False,False
3408700,LITTLE EGG HARBOR TOWNSHI,False,False
5900103,,False,False
4110200,PROSPECT SD 59,False,False
1810870,SOUTHWEST DUBOIS CO SCH CORP,False,False
2700285,LEARNING FOR LEADERSHIP CHARTER,False,True
2600144,MOREY CHARTER SCHOOL,False,True
3027840,WHITEHALL H S,False,False
4815720,CROCKETT ISD,False,False
3412780,PEMBERTON BOROUGH,True,True
1302070,EVANS COUNTY,False,False
5004860,IRASBURG SCHOOL DISTRICT,False,False
3802840,BILLINGS CO 1,False,False
2314793,RSU 14,False,False
3904715,GEAUGA COUNTY EDUCATIONAL SERVICE CENTER,False,False
3631260,WHITE PLAINS CITY SCHOOL DISTRICT,False,False
2308500,MT DESERT CSD,False,False
2740740,LAKE SUPERIOR PUBLIC SCHOOL DIST.,False,False
2600947,CLARA B. FORD ACADEMY (SDA),False,True
2511460,SWANSEA,False,False
1201080,LEE,False,False
0400787,VISTA GROVE PREPARATORY ACADEMY PUBLIC CHARTER ELEMENTARY SC,False,True
4008130,COALGATE,False,False
2905070,BILLINGS R-IV,False,False
2700300,MINISINAAKWAANG LEADERSHIP ACADEMY,False,True
2200147,RSD-PRIDE COLLEGE PREPARATORY ACADEMY,True,True
2600286,RICHFIELD PUBLIC SCHOOL ACADEMY,False,False
1918540,MAQUOKETA VALLEY COMM SCHOOL DISTRICT,False,False
5004680,HINESBURG SCHOOL DISTRICT,False,False
2707290,BURNSVILLE PUBLIC SCHOOL DISTRICT,False,False
4000021,OKLAHOMA UNION,False,False
4900043,LAKEVIEW ACADEMY,False,False
4008010,CLEORA,False,False
1700118,WILLIAMSON CO SPEC EDUC DISTRICT,False,False
2680160,BERRIEN RESA,False,False
2802670,LONG BEACH SCHOOL DIST,False,False
2500065,LOWELL COMMUNITY CHARTER PUBLIC (DISTRICT),False,False
3408910,LONG BEACH ISLAND,False,False
2624840,MUSKEGON CITY SCHOOL DISTRICT,False,False
1700017,OKAW AREA VOCATIONAL CENTER,False,False
4019410,MCCURTAIN,False,False
3618510,MARGARETVILLE CENTRAL SCHOOL DISTRICT,False,False
4900038,RENAISSANCE ACADEMY,False,False
3619650,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,False,False
2302510,APPLETON SCHOOL DEPARTMENT,False,False
0100870,CONECUH COUNTY,False,False
4828020,LONE OAK ISD,False,False
2011280,PAWNEE HEIGHTS,False,False
4280400,SOMERSET COUNTY TECHNOLOGY CENTER,False,False
1719110,LAGRANGE HIGHLANDS SD 106,False,False
4819050,FANNINDEL ISD,False,False
4225870,WEST SIDE CTC,False,False
4825950,KRESS ISD,False,False
4218450,PANTHER VALLEY SD,False,False
3413950,RIVER VALE,False,False
2200030,ACADIA PARISH,False,False
2802820,MARION CO SCHOOL DIST,False,False
3302070,BROOKLINE SCHOOL DISTRICT,False,False
4200786,EASTER SEALS OF SOUTHEASTERN PA,True,True
3904511,WILMINGTON CITY,False,False
0400150,MEXICAYOTL ACADEMY  INC.,False,True
1703990,ARGENTA-OREANA CUSD 1,False,False
4289330,MONTGOMERY COUNTY IU 23,False,False
3604410,BELLMORE UNION FREE SCHOOL DISTRICT,False,False
4822710,HARTS BLUFF ISD,False,False
2510260,ROWLEY (NON-OP),True,True
3600099,NEW YORK CITY GEOGRAPHIC DISTRICT #26,False,False
2932010,WILLARD R-II,False,False
2608040,CARO COMMUNITY SCHOOLS,False,False
2607560,BYRON CENTER PUBLIC SCHOOLS,False,False
2622200,LUDINGTON AREA SCHOOL DISTRICT,False,False
2611140,CROSWELL-LEXINGTON COMMUNITY SCHOOLS,False,False
1736780,SOUTH PEKIN SD 137,False,False
5102176,ROANOKE VALLEY GOV SCH,False,True
2400390,HARFORD COUNTY PUBLIC SCHOOLS,False,False
0100450,BREWTON CITY,False,False
0602070,ALPINE COUNTY UNIFIED,False,False
4109510,PENDLETON SD 16,False,False
5502070,CAMBRIA-FRIESLAND SCHOOL DISTRICT,False,False
1100053,WILLIAM E. DOAR JR PCS,False,True
3904768,EAST HOLMES LOCAL,False,False
3009560,EAST HELENA ELEM,False,False
1600149,KOOTENAI BRIDGE ACADEMY,False,True
4008220,COLBERT,False,False
3904536,FAIRPORT HARBOR EXEMPTED VILLAGE,False,False
3905147,WARREN COUNTY VOCATIONAL SCHOOL,False,False
1301080,CHATTOOGA COUNTY,False,False
2100107,UPPER CUMBERLAND SPECIAL EDUCATION COOPERATIVE,True,True
3700051,CAPE LOOKOUT MARINE SCI HIGH,True,True
3175210,PALMYRA DISTRICT O R 1,False,False
4704260,UNION CITY,False,False
0408800,TUCSON UNIFIED DISTRICT,False,False
4212660,KANE AREA SD,False,False
1713240,EAST PEORIA SD 86,False,False
5102670,NORFOLK CITY PBLC SCHS,False,False
4000048,KIAMICHI TECH. CENTER- ATOKA,False,False
4018570,LUKFATA,False,False
0609300,COLFAX ELEMENTARY,False,False
4208010,DUQUESNE CITY SD,False,False
5600730,ALBANY COUNTY SCHOOL DISTRICT #1,False,False
5900083,,False,False
0600112,ANTELOPE VALLEY ROP,False,False
3904780,INDIAN CREEK LOCAL,False,False
0404440,LITTLETON ELEMENTARY DISTRICT,False,False
5900198,,True,False
5099937,RUTLAND CENTRAL SUPERVISORY UNION,False,True
4829190,MART ISD,False,False
2606600,BRANDYWINE COMMUNITY SCHOOLS,False,False
2913760,HARRISONVILLE R-IX,False,False
4018960,MARBLE CITY,False,False
2700138,CYBER VILLAGE ACADEMY,False,True
3900123,SCIOTOVILLE,False,False
0624390,MEADOWS UNION ELEMENTARY,False,False
0601350,BLP SCHS SELF-INC. WORKERS COMPENSATION,False,True
4702760,MAURY COUNTY,False,False
4218360,PALMERTON AREA SD,False,False
1717160,GOWER SD 62,False,False
2915420,IBERIA R-V,False,False
3500113,INTERNATIONAL SCHOOL AT MESA DEL SOL,False,True
2006690,GREELEY COUNTY SCHOOLS,False,False
0101860,JACKSONVILLE CITY,False,False
1810980,SPRINGS VALLEY COM SCHOOL CORP,False,False
2927330,HARDEMAN R-X,False,True
2400510,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,False,False
1734410,ROCK ISLAND SD 41,False,False
4008610,COPAN,False,False
3306540,SUNAPEE SCHOOL DISTRICT,False,False
0602760,ANTELOPE ELEMENTARY,False,False
3401440,BELVIDERE,False,False
1720190,IRVINGTON CCSD 11,False,True
5513800,SHOREWOOD SCHOOL DISTRICT,False,False
0400124,GENESIS ACADEMY,False,True
5506060,SAINT CROIX CENTRAL SCHOOL DISTRICT,False,False
3905072,OTSEGO LOCAL,False,False
5900065,,False,False
2910710,DENT-PHELPS R-III,False,False
0500014,WESTERN ARKANSAS COOP,False,True
2311400,RSU 36/MSAD 36,True,False
5502490,CHETEK SCHOOL DISTRICT,True,False
2911760,FAIRFAX R-III,False,False
2600965,QUEST CHARTER ACADEMY,False,False
2733420,ST. ANTHONY-NEW BRIGHTON SCHOOLS,False,False
0509750,MENA SCHOOL DISTRICT,False,False
3904514,WYOMING CITY,False,False
1715400,FLORA CUSD 35,False,False
0600050,CEA AMADOR CO,True,True
0905372,THE GILBERT SCHOOL,False,False
2510860,SOMERSET,False,False
2680820,MONROE ISD,False,False
0903090,NORWALK SCHOOL DISTRICT,False,False
4019560,MCLOUD,False,False
0806210,"RIDGWAY, SCHOOL DISTRICT NO. R-2,  OF  THE COUNTY OF OURAY A",False,False
4226300,WILKES-BARRE AREA SD,False,False
5309720,WEST VALLEY SCHOOL DISTRICT YAKIMA),False,False
4830950,MINERAL WELLS ISD,False,False
4700690,CLEVELAND,False,False
4010290,DUNCAN,False,False
1600144,ISUCCEED VIRTUAL HIGH SCHOOL,False,False
0618120,HYDESVILLE ELEMENTARY,False,False
3906496,COLLEGE CORNER LOCAL,False,True
3411910,OAKLAND,False,False
1930750,WEST BRANCH COMM SCHOOL DISTRICT,False,False
4200121,DISCOVERY CHARTER SCHOOL,False,False
4822980,HENRIETTA ISD,False,False
2715030,INVER GROVE HEIGHTS SCHOOLS,False,False
4800257,KIPP ASPIRE ACADEMY,False,True
2921880,MACON CO. R-IV,False,False
0600093,DEL NORTE COUNTY ROP,False,True
2605100,BERLIN TOWNSHIP S/D #3,False,True
0400163,COCONINO COUNTY REGIONAL ACCOMMODATION SD,False,False
3399938,MONADNOCK REGIONAL SAU OFFICE,True,False
4676990,WEBSTER SCHOOL DISTRICT 18-4,False,False
0401810,CEDAR UNIFIED DISTRICT,False,False
3306750,UNITY SCHOOL DISTRICT,False,False
2700082,REGION 5-NATIONAL JOINT POWERS,False,True
5005310,LYNDON SCHOOL DISTRICT,False,False
3700118,THE NEW DIMENSIONS SCHOOL,False,True
4800171,RANCH ACADEMY,False,True
3904799,LAKEWOOD LOCAL,False,False
3407920,KENILWORTH,False,False
3013660,HAYS-LODGE POLE K-12 SCHLS,False,False
4222410,SOUTHMORELAND SD,False,False
4017760,LIBERTY,False,False
3901362,ACHIEVE CAREER PREPARATORY ACADEMY,False,True
0635010,SAN MIGUEL JOINT UNION,False,False
1917220,LINN-MAR COMM SCHOOL DISTRICT,False,False
0400621,PINNACLE EDUCATION-TEMPE  INC.,False,True
4815690,CROCKETT COUNTY CONSOLIDATED CSD,False,False
2510200,ROCKPORT,False,False
4023730,PEGGS,False,False
5303330,GRIFFIN SCHOOL DISTRICT,False,False
5504620,LAC DU FLAMBEAU #1 SCHOOL DISTRICT,False,False
3610230,EDINBURG COMMON SCHOOL DISTRICT,False,False
3807950,GOODRICH 16,False,True
4003840,BELFONTE,False,False
5103840,VA BEACH CITY PBLC SCHS,False,False
2100270,BARDSTOWN IND,False,False
4289310,CARBON-LEHIGH IU 21,False,False
0506360,FOUKE SCHOOL DISTRICT,False,False
2801710,GULFPORT SCHOOL DIST,False,False
1700212,WHITESIDE ROE,False,True
4800003,ROCKSPRINGS ISD,False,False
2718070,LESUEUR-HENDERSON SCHOOL DISTRICT,False,False
